Fecha,seasonal
2001-06-24,9.424070486921574
2001-06-25,9.655818076977381
2001-06-26,9.259587229691743
2001-06-27,9.094856192147347
2001-06-28,10.034772541716094
2001-06-29,10.117128389001737
2001-06-30,10.01666827992005
2001-07-01,10.081555139382255
2001-07-02,10.141657819026571
2001-07-03,10.179238088192637
2001-07-04,9.241533509966247
2001-07-05,8.541515064880931
2001-07-06,9.352576408307993
2001-07-07,10.618428997829742
2001-07-08,10.243363485399504
2001-07-09,9.745725547804375
2001-07-10,10.226403122639484
2001-07-11,10.666881877078854
2001-07-12,11.398721108433497
2001-07-13,11.267521463583169
2001-07-14,10.723079999859168
2001-07-15,10.144639931366019
2001-07-16,10.176313891284842
2001-07-17,10.69208925911843
2001-07-18,11.092831141411681
2001-07-19,10.428729099301076
2001-07-20,10.882878832938825
2001-07-21,11.293382574694279
2001-07-22,10.87778858687084
2001-07-23,11.33281528651569
2001-07-24,11.189701131264549
2001-07-25,11.313239563532433
2001-07-26,11.577548036388851
2001-07-27,11.399833234257953
2001-07-28,11.671967366678045
2001-07-29,11.886484933902803
2001-07-30,11.478553427053486
2001-07-31,12.045161494024567
2001-08-01,12.081147034359425
2001-08-02,11.831981318986518
2001-08-03,11.468095474237655
2001-08-04,10.63168020280184
2001-08-05,11.349896527002752
2001-08-06,12.078386062771397
2001-08-07,12.57152520533862
2001-08-08,12.115720220559322
2001-08-09,11.49407359448119
2001-08-10,10.683883335729288
2001-08-11,10.807622998337102
2001-08-12,11.581883652827207
2001-08-13,11.713317125683625
2001-08-14,10.976361773070735
2001-08-15,10.576828033852063
2001-08-16,9.742917074947956
2001-08-17,9.290658386464953
2001-08-18,9.47992379742386
2001-08-19,9.64265160056947
2001-08-20,10.397124330148364
2001-08-21,10.847662255059577
2001-08-22,10.652620524973326
2001-08-23,10.744831585348768
2001-08-24,11.265199799453281
2001-08-25,10.610258652827207
2001-08-26,9.54829258230463
2001-08-27,9.712643990219394
2001-08-28,9.844030659422842
2001-08-29,10.006260872512646
2001-08-30,10.067646336744001
2001-08-31,10.354697896865765
2001-09-01,9.63884788418185
2001-09-02,9.05155621751518
2001-09-03,8.521828794887075
2001-09-04,8.730178236794735
2001-09-05,9.01919669189367
2001-09-06,8.70679404095506
2001-09-07,8.024170055668403
2001-09-08,7.7002930896613
2001-09-09,7.879278059219899
2001-09-10,7.792433817718127
2001-09-11,8.109652868961149
2001-09-12,7.346124520407115
2001-09-13,6.675900459016959
2001-09-14,6.326093635069721
2001-09-15,6.844494700518734
2001-09-16,6.859016263177281
2001-09-17,6.36659997702812
2001-09-18,5.489319535627814
2001-09-19,5.025287255059576
2001-09-20,5.065479670077335
2001-09-21,5.225221045013913
2001-09-22,4.954145195191488
2001-09-23,5.028327336236643
2001-09-24,5.267518926799809
2001-09-25,5.04880234892056
2001-09-26,4.930359933902802
2001-09-27,4.853463434663837
2001-09-28,4.463912255059576
2001-09-29,4.606852323552727
2001-09-30,3.8379491652574447
2001-10-01,3.5726533128982365
2001-10-02,3.761928046535985
2001-10-03,3.8172884600316705
2001-10-04,3.6591490003665257
2001-10-05,3.241787128220407
2001-10-06,2.9425480998084335
2001-10-07,2.8268497867693676
2001-10-08,3.3656122170078246
2001-10-09,2.774052539179312
2001-10-10,2.4989962860083312
2001-10-11,1.78361900290331
2001-10-12,1.7673334245167034
2001-10-13,1.7587425442528788
2001-10-14,1.6162260551610466
2001-10-15,0.9299662251255321
2001-10-16,0.8012725417160945
2001-10-17,0.6680890054400931
2001-10-18,-0.3791786886238333
2001-10-19,0.1881623184791592
2001-10-20,0.29102723476530856
2001-10-21,-0.1012877068886742
2001-10-22,-0.37847035529050194
2001-10-23,-0.6862196576750776
2001-10-24,-0.7804920447882171
2001-10-25,-0.719548805315869
2001-10-26,-0.8926547794406783
2001-10-27,-0.9471146348440278
2001-10-28,-0.9493412964371264
2001-10-29,-0.6276705074975024
2001-10-30,-1.185527559755239
2001-10-31,-2.127793414651231
2001-11-01,-2.308228092479745
2001-11-02,-2.8312790818252545
2001-11-03,-2.9861413979084617
2001-11-04,-3.0971581406786286
2001-11-05,-3.200231834235199
2001-11-06,-3.0244390260160214
2001-11-07,-3.24811387380902
2001-11-08,-3.6878805531596033
2001-11-09,-3.678065548086036
2001-11-10,-4.533516778425964
2001-11-11,-4.649256758131698
2001-11-12,-4.979991537431546
2001-11-13,-5.05483432028289
2001-11-14,-5.705347765234691
2001-11-15,-5.725855375584768
2001-11-16,-5.767530984412775
2001-11-17,-5.675778320790246
2001-11-18,-6.248659535909476
2001-11-19,-6.45745773479329
2001-11-20,-6.749387021957168
2001-11-21,-5.87570836898913
2001-11-22,-5.501726887507651
2001-11-23,-6.114747498872439
2001-11-24,-6.527682303540121
2001-11-25,-7.093844213737988
2001-11-26,-7.561267285782637
2001-11-27,-7.613135182789232
2001-11-28,-7.443517095523886
2001-11-29,-7.373422536924188
2001-11-30,-7.8079283715259145
2001-12-01,-8.776655857573607
2001-12-02,-8.979438835757268
2001-12-03,-8.892361463864827
2001-12-04,-8.590225492276803
2001-12-05,-8.803864571424443
2001-12-06,-8.990282506482789
2001-12-07,-8.502474731241794
2001-12-08,-7.946816499379795
2001-12-09,-8.466380743418357
2001-12-10,-8.597980565843518
2001-12-11,-9.332374020942453
2001-12-12,-9.443919365944993
2001-12-13,-9.511701709932813
2001-12-14,-9.02883114930369
2001-12-15,-9.96011032231232
2001-12-16,-9.774303942302172
2001-12-17,-9.13045710059745
2001-12-18,-8.499863303032763
2001-12-19,-7.977059015868887
2001-12-20,-8.931020900698924
2001-12-21,-9.36018534768015
2001-12-22,-9.805854234032255
2001-12-23,-9.912784916426979
2001-12-24,-9.701491093494457
2001-12-25,-9.783958812926219
2001-12-26,-9.62300631419461
2001-12-27,-9.811080705366603
2001-12-28,-10.297111400445244
2001-12-29,-10.907674756609627
2001-12-30,-9.480246928096182
2001-12-31,-8.056277179237735
2002-01-01,-8.457658711454885
2002-01-02,-8.929483609983551
2002-01-03,-8.32852438877604
2002-01-04,-8.942019315209325
2002-01-05,-9.784124655138292
2002-01-06,-9.407274135097703
2002-01-07,-9.085824173149454
2002-01-08,-9.084420063560415
2002-01-09,-9.451169873301662
2002-01-10,-10.07377806711191
2002-01-11,-11.015406301510694
2002-01-12,-11.447526101104808
2002-01-13,-10.430493122921145
2002-01-14,-9.91555749379887
2002-01-15,-9.843395647020586
2002-01-16,-9.973379538446258
2002-01-17,-9.231846750521346
2002-01-18,-9.399955578527434
2002-01-19,-9.509426849455897
2002-01-20,-9.396561742910999
2002-01-21,-8.71565528679735
2002-01-22,-9.765515192936366
2002-01-23,-10.204177864169242
2002-01-24,-9.155535994559907
2002-01-25,-8.582815294407698
2002-01-26,-8.261330388268684
2002-01-27,-8.883941435960212
2002-01-28,-9.447995152347833
2002-01-29,-9.698257582586288
2002-01-30,-9.256372879389943
2002-01-31,-9.490749020942454
2002-02-01,-9.203665624189535
2002-02-02,-8.836033965133218
2002-02-03,-8.375990459298617
2002-02-04,-8.08380444965884
2002-02-05,-8.793909662748643
2002-02-06,-8.842951900191567
2002-02-07,-8.64837827005458
2002-02-08,-8.151308825610135
2002-02-09,-8.0507753400698
2002-02-10,-8.142072270561934
2002-02-11,-7.625097131038851
2002-02-12,-8.353207925052043
2002-02-13,-8.169926215260057
2002-02-14,-8.152328866198669
2002-02-15,-7.92946826244423
2002-02-16,-7.450875986949555
2002-02-17,-8.14742703971465
2002-02-18,-8.317965979339206
2002-02-19,-8.22399851358578
2002-02-20,-8.428559396386394
2002-02-21,-7.720803054427994
2002-02-22,-8.2186669560008
2002-02-23,-7.514855502423934
2002-02-24,-6.941133660719217
2002-02-25,-7.238576202576142
2002-02-26,-6.852133660719216
2002-02-27,-7.212515066097198
2002-02-28,-6.477170824595422
2002-03-01,-6.99803688243408
2002-03-02,-7.281719657675076
2002-03-03,-7.133668795168735
2002-03-04,-6.339071572946513
2002-03-05,-6.191392919978476
2002-03-06,-6.24481643596021
2002-03-07,-6.041555527791768
2002-03-08,-6.040638036670511
2002-03-09,-5.482429576498008
2002-03-10,-5.161635880404656
2002-03-11,-5.452546966147933
2002-03-12,-5.087381441033779
2002-03-13,-4.9411819864422
2002-03-14,-4.5687439473757365
2002-03-15,-4.616756821551282
2002-03-16,-4.666705641947019
2002-03-17,-4.956731136619774
2002-03-18,-4.491172092987102
2002-03-19,-4.246182557218456
2002-03-20,-4.205067514093138
2002-03-21,-3.998569543519826
2002-03-22,-4.13400136746706
2002-03-23,-4.286251304047477
2002-03-24,-4.393883470460466
2002-03-25,-4.9525731584361115
2002-03-26,-4.713182493798871
2002-03-27,-4.846029842860261
2002-03-28,-4.594794619623327
2002-03-29,-4.435874464879542
2002-03-30,-3.535110068633982
2002-03-31,-3.0840273694964884
2002-04-01,-3.20261932789324
2002-04-02,-3.5225516591971475
2002-04-03,-3.658549629770461
2002-04-04,-3.5526445688876596
2002-04-05,-3.5380376434690906
2002-04-06,-3.246297600343774
2002-04-07,-2.81457423656904
2002-04-08,-2.5208839778171366
2002-04-09,-3.008305527791769
2002-04-10,-3.4239385186593503
2002-04-11,-3.2947305658435204
2002-04-12,-3.205815992023124
2002-04-13,-2.940149008258538
2002-04-14,-2.936141334488877
2002-04-15,-2.7837069737582847
2002-04-16,-2.4822982979591983
2002-04-17,-1.6394763801509786
2002-04-18,-1.4195505176446368
2002-04-19,-1.9157408398161222
2002-04-20,-1.5303752259145498
2002-04-21,-1.2013051472742657
2002-04-22,-1.2322629732509283
2002-04-23,-1.3847565678729459
2002-04-24,-0.9735413218049604
2002-04-25,-0.28302781343357547
2002-04-26,-0.16313042632043528
2002-04-27,-0.046792336518303675
2002-04-28,0.5569718060489207
2002-04-29,0.08199577865166077
2002-04-30,-0.2045841300241386
2002-05-01,-0.9658014055188117
2002-05-02,-1.989320938750673
2002-05-03,-1.3383125039460055
2002-05-04,-0.5303455455492532
2002-05-05,-0.19602832079024704
2002-05-06,-0.3370073923275381
2002-05-07,0.2650304057445074
2002-05-08,0.6619321053893569
2002-05-09,1.026813510767337
2002-05-10,1.155719015587227
2002-05-11,1.660213371244254
2002-05-12,1.8769244950392812
2002-05-13,1.9706660602346133
2002-05-14,2.342801524465968
2002-05-15,2.142102577231061
2002-05-16,2.125916377332532
2002-05-17,2.262493241868301
2002-05-18,2.956655152066171
2002-05-19,3.645430900417261
2002-05-20,3.6812003068099557
2002-05-21,3.2248149059981848
2002-05-22,2.0604333737810356
2002-05-23,1.5267792641919953
2002-05-24,2.0555905275101076
2002-05-25,2.504949038418277
2002-05-26,2.8129376228931604
2002-05-27,3.7204855046790564
2002-05-28,4.489673734004274
2002-05-29,4.2488105300468915
2002-05-30,4.645791884689206
2002-05-31,5.153393038925634
2002-06-01,4.519531864394938
2002-06-02,5.009843825328475
2002-06-03,5.4024564585096
2002-06-04,6.205142848666882
2002-06-05,6.613157879108282
2002-06-06,7.287783132786618
2002-06-07,7.0136448146739845
2002-06-08,5.776291821269621
2002-06-09,5.670869383420814
2002-06-10,5.084670372766323
2002-06-11,5.227792265206709
2002-06-12,6.498448023704934
2002-06-13,6.788200053131619
2002-06-14,6.6953071053893565
2002-06-15,7.045872110462923
2002-06-16,7.706931407773934
2002-06-17,7.649569028271142
2002-06-18,7.1313355173629756
2002-06-19,7.8203489623147755
2002-06-20,8.154191110970281
2002-06-21,8.823158132786617
2002-06-22,9.449327907012897
2002-06-23,9.281653059219899
2002-06-24,9.424070486921574
2002-06-25,9.655818076977381
2002-06-26,9.259587229691743
2002-06-27,9.094856192147347
2002-06-28,10.034772541716094
2002-06-29,10.117128389001737
2002-06-30,10.01666827992005
2002-07-01,10.081555139382255
2002-07-02,10.141657819026571
2002-07-03,10.179238088192637
2002-07-04,9.241533509966247
2002-07-05,8.541515064880931
2002-07-06,9.352576408307993
2002-07-07,10.618428997829742
2002-07-08,10.243363485399504
2002-07-09,9.745725547804375
2002-07-10,10.226403122639484
2002-07-11,10.666881877078854
2002-07-12,11.398721108433497
2002-07-13,11.267521463583169
2002-07-14,10.723079999859168
2002-07-15,10.144639931366019
2002-07-16,10.176313891284842
2002-07-17,10.69208925911843
2002-07-18,11.092831141411681
2002-07-19,10.428729099301076
2002-07-20,10.882878832938825
2002-07-21,11.293382574694279
2002-07-22,10.87778858687084
2002-07-23,11.33281528651569
2002-07-24,11.189701131264549
2002-07-25,11.313239563532433
2002-07-26,11.577548036388851
2002-07-27,11.399833234257953
2002-07-28,11.671967366678045
2002-07-29,11.886484933902803
2002-07-30,11.478553427053486
2002-07-31,12.045161494024567
2002-08-01,12.081147034359425
2002-08-02,11.831981318986518
2002-08-03,11.468095474237655
2002-08-04,10.63168020280184
2002-08-05,11.349896527002752
2002-08-06,12.078386062771397
2002-08-07,12.57152520533862
2002-08-08,12.115720220559322
2002-08-09,11.49407359448119
2002-08-10,10.683883335729288
2002-08-11,10.807622998337102
2002-08-12,11.581883652827207
2002-08-13,11.713317125683625
2002-08-14,10.976361773070735
2002-08-15,10.576828033852063
2002-08-16,9.742917074947956
2002-08-17,9.290658386464953
2002-08-18,9.47992379742386
2002-08-19,9.64265160056947
2002-08-20,10.397124330148364
2002-08-21,10.847662255059577
2002-08-22,10.652620524973326
2002-08-23,10.744831585348768
2002-08-24,11.265199799453281
2002-08-25,10.610258652827207
2002-08-26,9.54829258230463
2002-08-27,9.712643990219394
2002-08-28,9.844030659422842
2002-08-29,10.006260872512646
2002-08-30,10.067646336744001
2002-08-31,10.354697896865765
2002-09-01,9.63884788418185
2002-09-02,9.05155621751518
2002-09-03,8.521828794887075
2002-09-04,8.730178236794735
2002-09-05,9.01919669189367
2002-09-06,8.70679404095506
2002-09-07,8.024170055668403
2002-09-08,7.7002930896613
2002-09-09,7.879278059219899
2002-09-10,7.792433817718127
2002-09-11,8.109652868961149
2002-09-12,7.346124520407115
2002-09-13,6.675900459016959
2002-09-14,6.326093635069721
2002-09-15,6.844494700518734
2002-09-16,6.859016263177281
2002-09-17,6.36659997702812
2002-09-18,5.489319535627814
2002-09-19,5.025287255059576
2002-09-20,5.065479670077335
2002-09-21,5.225221045013913
2002-09-22,4.954145195191488
2002-09-23,5.028327336236643
2002-09-24,5.267518926799809
2002-09-25,5.04880234892056
2002-09-26,4.930359933902802
2002-09-27,4.853463434663837
2002-09-28,4.463912255059576
2002-09-29,4.606852323552727
2002-09-30,3.8379491652574447
2002-10-01,3.5726533128982365
2002-10-02,3.761928046535985
2002-10-03,3.8172884600316705
2002-10-04,3.6591490003665257
2002-10-05,3.241787128220407
2002-10-06,2.9425480998084335
2002-10-07,2.8268497867693676
2002-10-08,3.3656122170078246
2002-10-09,2.774052539179312
2002-10-10,2.4989962860083312
2002-10-11,1.78361900290331
2002-10-12,1.7673334245167034
2002-10-13,1.7587425442528788
2002-10-14,1.6162260551610466
2002-10-15,0.9299662251255321
2002-10-16,0.8012725417160945
2002-10-17,0.6680890054400931
2002-10-18,-0.3791786886238333
2002-10-19,0.1881623184791592
2002-10-20,0.29102723476530856
2002-10-21,-0.1012877068886742
2002-10-22,-0.37847035529050194
2002-10-23,-0.6862196576750776
2002-10-24,-0.7804920447882171
2002-10-25,-0.719548805315869
2002-10-26,-0.8926547794406783
2002-10-27,-0.9471146348440278
2002-10-28,-0.9493412964371264
2002-10-29,-0.6276705074975024
2002-10-30,-1.185527559755239
2002-10-31,-2.127793414651231
2002-11-01,-2.308228092479745
2002-11-02,-2.8312790818252545
2002-11-03,-2.9861413979084617
2002-11-04,-3.0971581406786286
2002-11-05,-3.200231834235199
2002-11-06,-3.0244390260160214
2002-11-07,-3.24811387380902
2002-11-08,-3.6878805531596033
2002-11-09,-3.678065548086036
2002-11-10,-4.533516778425964
2002-11-11,-4.649256758131698
2002-11-12,-4.979991537431546
2002-11-13,-5.05483432028289
2002-11-14,-5.705347765234691
2002-11-15,-5.725855375584768
2002-11-16,-5.767530984412775
2002-11-17,-5.675778320790246
2002-11-18,-6.248659535909476
2002-11-19,-6.45745773479329
2002-11-20,-6.749387021957168
2002-11-21,-5.87570836898913
2002-11-22,-5.501726887507651
2002-11-23,-6.114747498872439
2002-11-24,-6.527682303540121
2002-11-25,-7.093844213737988
2002-11-26,-7.561267285782637
2002-11-27,-7.613135182789232
2002-11-28,-7.443517095523886
2002-11-29,-7.373422536924188
2002-11-30,-7.8079283715259145
2002-12-01,-8.776655857573607
2002-12-02,-8.979438835757268
2002-12-03,-8.892361463864827
2002-12-04,-8.590225492276803
2002-12-05,-8.803864571424443
2002-12-06,-8.990282506482789
2002-12-07,-8.502474731241794
2002-12-08,-7.946816499379795
2002-12-09,-8.466380743418357
2002-12-10,-8.597980565843518
2002-12-11,-9.332374020942453
2002-12-12,-9.443919365944993
2002-12-13,-9.511701709932813
2002-12-14,-9.02883114930369
2002-12-15,-9.96011032231232
2002-12-16,-9.774303942302172
2002-12-17,-9.13045710059745
2002-12-18,-8.499863303032763
2002-12-19,-7.977059015868887
2002-12-20,-8.931020900698924
2002-12-21,-9.36018534768015
2002-12-22,-9.805854234032255
2002-12-23,-9.912784916426979
2002-12-24,-9.701491093494457
2002-12-25,-9.783958812926219
2002-12-26,-9.62300631419461
2002-12-27,-9.811080705366603
2002-12-28,-10.297111400445244
2002-12-29,-10.907674756609627
2002-12-30,-9.480246928096182
2002-12-31,-8.056277179237735
2003-01-01,-8.457658711454885
2003-01-02,-8.929483609983551
2003-01-03,-8.32852438877604
2003-01-04,-8.942019315209325
2003-01-05,-9.784124655138292
2003-01-06,-9.407274135097703
2003-01-07,-9.085824173149454
2003-01-08,-9.084420063560415
2003-01-09,-9.451169873301662
2003-01-10,-10.07377806711191
2003-01-11,-11.015406301510694
2003-01-12,-11.447526101104808
2003-01-13,-10.430493122921145
2003-01-14,-9.91555749379887
2003-01-15,-9.843395647020586
2003-01-16,-9.973379538446258
2003-01-17,-9.231846750521346
2003-01-18,-9.399955578527434
2003-01-19,-9.509426849455897
2003-01-20,-9.396561742910999
2003-01-21,-8.71565528679735
2003-01-22,-9.765515192936366
2003-01-23,-10.204177864169242
2003-01-24,-9.155535994559907
2003-01-25,-8.582815294407698
2003-01-26,-8.261330388268684
2003-01-27,-8.883941435960212
2003-01-28,-9.447995152347833
2003-01-29,-9.698257582586288
2003-01-30,-9.256372879389943
2003-01-31,-9.490749020942454
2003-02-01,-9.203665624189535
2003-02-02,-8.836033965133218
2003-02-03,-8.375990459298617
2003-02-04,-8.08380444965884
2003-02-05,-8.793909662748643
2003-02-06,-8.842951900191567
2003-02-07,-8.64837827005458
2003-02-08,-8.151308825610135
2003-02-09,-8.0507753400698
2003-02-10,-8.142072270561934
2003-02-11,-7.625097131038851
2003-02-12,-8.353207925052043
2003-02-13,-8.169926215260057
2003-02-14,-8.152328866198669
2003-02-15,-7.92946826244423
2003-02-16,-7.450875986949555
2003-02-17,-8.14742703971465
2003-02-18,-8.317965979339206
2003-02-19,-8.22399851358578
2003-02-20,-8.428559396386394
2003-02-21,-7.720803054427994
2003-02-22,-8.2186669560008
2003-02-23,-7.514855502423934
2003-02-24,-6.941133660719217
2003-02-25,-7.238576202576142
2003-02-26,-6.852133660719216
2003-02-27,-7.212515066097198
2003-02-28,-6.477170824595422
2003-03-01,-6.99803688243408
2003-03-02,-7.281719657675076
2003-03-03,-7.133668795168735
2003-03-04,-6.339071572946513
2003-03-05,-6.191392919978476
2003-03-06,-6.24481643596021
2003-03-07,-6.041555527791768
2003-03-08,-6.040638036670511
2003-03-09,-5.482429576498008
2003-03-10,-5.161635880404656
2003-03-11,-5.452546966147933
2003-03-12,-5.087381441033779
2003-03-13,-4.9411819864422
2003-03-14,-4.5687439473757365
2003-03-15,-4.616756821551282
2003-03-16,-4.666705641947019
2003-03-17,-4.956731136619774
2003-03-18,-4.491172092987102
2003-03-19,-4.246182557218456
2003-03-20,-4.205067514093138
2003-03-21,-3.998569543519826
2003-03-22,-4.13400136746706
2003-03-23,-4.286251304047477
2003-03-24,-4.393883470460466
2003-03-25,-4.9525731584361115
2003-03-26,-4.713182493798871
2003-03-27,-4.846029842860261
2003-03-28,-4.594794619623327
2003-03-29,-4.435874464879542
2003-03-30,-3.535110068633982
2003-03-31,-3.0840273694964884
2003-04-01,-3.20261932789324
2003-04-02,-3.5225516591971475
2003-04-03,-3.658549629770461
2003-04-04,-3.5526445688876596
2003-04-05,-3.5380376434690906
2003-04-06,-3.246297600343774
2003-04-07,-2.81457423656904
2003-04-08,-2.5208839778171366
2003-04-09,-3.008305527791769
2003-04-10,-3.4239385186593503
2003-04-11,-3.2947305658435204
2003-04-12,-3.205815992023124
2003-04-13,-2.940149008258538
2003-04-14,-2.936141334488877
2003-04-15,-2.7837069737582847
2003-04-16,-2.4822982979591983
2003-04-17,-1.6394763801509786
2003-04-18,-1.4195505176446368
2003-04-19,-1.9157408398161222
2003-04-20,-1.5303752259145498
2003-04-21,-1.2013051472742657
2003-04-22,-1.2322629732509283
2003-04-23,-1.3847565678729459
2003-04-24,-0.9735413218049604
2003-04-25,-0.28302781343357547
2003-04-26,-0.16313042632043528
2003-04-27,-0.046792336518303675
2003-04-28,0.5569718060489207
2003-04-29,0.08199577865166077
2003-04-30,-0.2045841300241386
2003-05-01,-0.9658014055188117
2003-05-02,-1.989320938750673
2003-05-03,-1.3383125039460055
2003-05-04,-0.5303455455492532
2003-05-05,-0.19602832079024704
2003-05-06,-0.3370073923275381
2003-05-07,0.2650304057445074
2003-05-08,0.6619321053893569
2003-05-09,1.026813510767337
2003-05-10,1.155719015587227
2003-05-11,1.660213371244254
2003-05-12,1.8769244950392812
2003-05-13,1.9706660602346133
2003-05-14,2.342801524465968
2003-05-15,2.142102577231061
2003-05-16,2.125916377332532
2003-05-17,2.262493241868301
2003-05-18,2.956655152066171
2003-05-19,3.645430900417261
2003-05-20,3.6812003068099557
2003-05-21,3.2248149059981848
2003-05-22,2.0604333737810356
2003-05-23,1.5267792641919953
2003-05-24,2.0555905275101076
2003-05-25,2.504949038418277
2003-05-26,2.8129376228931604
2003-05-27,3.7204855046790564
2003-05-28,4.489673734004274
2003-05-29,4.2488105300468915
2003-05-30,4.645791884689206
2003-05-31,5.153393038925634
2003-06-01,4.519531864394938
2003-06-02,5.009843825328475
2003-06-03,5.4024564585096
