Fecha,trend
2005-07-14,16.990574200913244
2005-07-15,16.989463470319635
2005-07-16,16.989721461187216
2005-07-17,16.989438356164385
2005-07-18,16.988019406392695
2005-07-19,16.989819634703196
2005-07-20,16.986610730593608
2005-07-21,16.979060502283104
2005-07-22,16.97764383561644
2005-07-23,16.975006849315072
2005-07-24,16.97881278538813
2005-07-25,16.98548401826484
2005-07-26,16.979925799086757
2005-07-27,16.98720433789954
2005-07-28,16.99211073059361
2005-07-29,16.996860730593607
2005-07-30,17.001526255707763
2005-07-31,16.988861872146117
2005-08-01,16.998769406392693
2005-08-02,17.01060502283105
2005-08-03,17.022327625570775
2005-08-04,17.035812785388128
2005-08-05,17.050456621004564
2005-08-06,17.054093607305937
2005-08-07,17.049703196347032
2005-08-08,17.044837899543378
2005-08-09,17.038448630136987
2005-08-10,17.03240867579909
2005-08-11,17.02479566210046
2005-08-12,17.01820205479452
2005-08-13,17.011784246575342
2005-08-14,17.004584474885846
2005-08-15,16.9924098173516
2005-08-16,16.97796575342466
2005-08-17,16.96741894977169
2005-08-18,16.981060502283107
2005-08-19,16.99666210045662
2005-08-20,17.01532534246575
2005-08-21,17.023745433789955
2005-08-22,17.02502397260274
2005-08-23,17.028786529680367
2005-08-24,17.022302511415525
2005-08-25,17.010944063926942
2005-08-26,17.0108801369863
2005-08-27,17.012626712328768
2005-08-28,17.013748858447485
2005-08-29,17.01731506849315
2005-08-30,17.02135730593607
2005-08-31,17.027907534246573
2005-09-01,17.03316210045662
2005-09-02,17.040325342465753
2005-09-03,17.054238584474888
2005-09-04,17.058313926940638
2005-09-05,17.05907077625571
2005-09-06,17.080326484018265
2005-09-07,17.107286529680366
2005-09-08,17.123835616438356
2005-09-09,17.131791095890414
2005-09-10,17.14404794520548
2005-09-11,17.150189497716894
2005-09-12,17.14853196347032
2005-09-13,17.14759474885845
2005-09-14,17.145471461187213
2005-09-15,17.14121689497717
2005-09-16,17.126571917808217
2005-09-17,17.11131506849315
2005-09-18,17.09860502283105
2005-09-19,17.076206621004566
2005-09-20,17.060263698630138
2005-09-21,17.048138127853882
2005-09-22,17.046776255707762
2005-09-23,17.047704337899543
2005-09-24,17.041867579908676
2005-09-25,17.04501598173516
2005-09-26,17.052553652968037
2005-09-27,17.053762557077626
2005-09-28,17.045218036529683
2005-09-29,17.040976027397257
2005-09-30,17.038970319634707
2005-10-01,17.037503424657533
2005-10-02,17.044485159817352
2005-10-03,17.05316666666667
2005-10-04,17.063358447488582
2005-10-05,17.05906164383562
2005-10-06,17.051211187214612
2005-10-07,17.043610730593606
2005-10-08,17.03984703196347
2005-10-09,17.052413242009134
2005-10-10,17.06752625570776
2005-10-11,17.07131278538813
2005-10-12,17.078318493150682
2005-10-13,17.079223744292236
2005-10-14,17.078214611872145
2005-10-15,17.08458904109589
2005-10-16,17.088905251141554
2005-10-17,17.08235730593607
2005-10-18,17.077988584474884
2005-10-19,17.083433789954338
2005-10-20,17.085551369863012
2005-10-21,17.07608675799087
2005-10-22,17.0635502283105
2005-10-23,17.068243150684932
2005-10-24,17.082528538812785
2005-10-25,17.09454908675799
2005-10-26,17.103470319634702
2005-10-27,17.10556506849315
2005-10-28,17.10119292237443
2005-10-29,17.083762557077627
2005-10-30,17.069383561643836
2005-10-31,17.063278538812785
2005-11-01,17.06418493150685
2005-11-02,17.062194063926942
2005-11-03,17.048415525114155
2005-11-04,17.03807762557078
2005-11-05,17.03515867579909
2005-11-06,17.023244292237443
2005-11-07,17.00868378995434
2005-11-08,16.99686301369863
2005-11-09,16.996867579908677
2005-11-10,17.00165296803653
2005-11-11,17.01440182648402
2005-11-12,17.03180821917808
2005-11-13,17.046815068493153
2005-11-14,17.062906392694064
2005-11-15,17.094168949771692
2005-11-16,17.120655251141553
2005-11-17,17.1363196347032
2005-11-18,17.13787671232877
2005-11-19,17.133160958904107
2005-11-20,17.135182648401823
2005-11-21,17.134700913242007
2005-11-22,17.131182648401825
2005-11-23,17.119905251141553
2005-11-24,17.105858447488583
2005-11-25,17.09609703196347
2005-11-26,17.098393835616438
2005-11-27,17.104389269406393
2005-11-28,17.122968036529677
2005-11-29,17.133348173515976
2005-11-30,17.13508333333333
2005-12-01,17.13290296803653
2005-12-02,17.120324200913238
2005-12-03,17.118329908675797
2005-12-04,17.125577625570774
2005-12-05,17.132793378995434
2005-12-06,17.12546232876712
2005-12-07,17.121721461187214
2005-12-08,17.11670205479452
2005-12-09,17.108307077625568
2005-12-10,17.09370319634703
2005-12-11,17.090309360730593
2005-12-12,17.09843721461187
2005-12-13,17.110918949771687
2005-12-14,17.110865296803652
2005-12-15,17.104149543378995
2005-12-16,17.078666666666667
2005-12-17,17.04955821917808
2005-12-18,17.026884703196345
2005-12-19,17.01181392694064
2005-12-20,17.002907534246575
2005-12-21,16.9893299086758
2005-12-22,16.981124429223744
2005-12-23,16.98435388127854
2005-12-24,16.980947488584476
2005-12-25,16.974934931506848
2005-12-26,16.965827625570775
2005-12-27,16.96398287671233
2005-12-28,16.968343607305933
2005-12-29,16.97204794520548
2005-12-30,16.975769406392693
2005-12-31,16.975720319634704
2006-01-01,16.962634703196347
2006-01-02,16.944076484018264
2006-01-03,16.932437214611873
2006-01-04,16.921174657534248
2006-01-05,16.911692922374428
2006-01-06,16.904050228310503
2006-01-07,16.902045662100456
2006-01-08,16.904059360730592
2006-01-09,16.906867579908678
2006-01-10,16.907300228310504
2006-01-11,16.90600114155251
2006-01-12,16.90706392694064
2006-01-13,16.903261415525115
2006-01-14,16.900308219178083
2006-01-15,16.90659589041096
2006-01-16,16.92581506849315
2006-01-17,16.930746575342464
2006-01-18,16.92666210045662
2006-01-19,16.917420091324203
2006-01-20,16.91207077625571
2006-01-21,16.90763470319635
2006-01-22,16.905254566210047
2006-01-23,16.911357305936072
2006-01-24,16.918843607305938
2006-01-25,16.92508561643836
2006-01-26,16.92903082191781
2006-01-27,16.935639269406394
2006-01-28,16.951528538812788
2006-01-29,16.966655251141553
2006-01-30,16.974528538812784
2006-01-31,16.982219178082193
2006-02-01,16.99422602739726
2006-02-02,17.004583333333336
2006-02-03,17.00066095890411
2006-02-04,16.994302511415526
2006-02-05,16.98888356164384
2006-02-06,16.978448630136988
2006-02-07,16.973182648401824
